Link of Listing,Home Type,City,Address,Status,Price,Broker Name
https://www.zillow.com/homedetails/4316-Ely-Ave-Bronx-NY-10466/29838579_zpid/,SINGLE_FAMILY,Bronx,"4316 Ely Avenue, Bronx, NY 10466",For Sale by Agent,"$725,000",Keller Williams NY Realty
https://www.zillow.com/homedetails/3258-Decatur-Ave-Bronx-NY-10467/29788890_zpid/,SINGLE_FAMILY,Bronx,"3258 Decatur Avenue, Bronx, NY 10467",For Sale by Agent,"$990,000",Keller Williams Realty Greater
https://www.zillow.com/homedetails/1646-Radcliff-Ave-Bronx-NY-10462/29814275_zpid/,SINGLE_FAMILY,Bronx,"1646 Radcliff Avenue, Bronx, NY 10462",For Sale by Agent,"$899,000",Real Broker NY LLC
https://www.zillow.com/homedetails/2305-Beaumont-Ave-Bronx-NY-10458/29784985_zpid/,SINGLE_FAMILY,Bronx,"2305 Beaumont Ave, Bronx, NY 10458",For Sale by Agent,"$625,000","Andrew Freerks, LREB"
https://www.zillow.com/homedetails/1040-Clay-Ave-Bronx-NY-10456/2107184939_zpid/,MULTI_FAMILY,Bronx,"1040 Clay Avenue, Bronx, NY 10456",For Sale by Agent,"$949,000","Charles Rutenberg Realty, Inc."
https://www.zillow.com/homedetails/1670-Nelson-Ave-Bronx-NY-10453/29782286_zpid/,TOWNHOUSE,Bronx,"1670 Nelson Avenue, Bronx, NY 10453",For Sale by Agent,"$999,000",Exp Realty
https://www.zillow.com/homedetails/2046-Colden-Ave-Bronx-NY-10462/29818349_zpid/,TOWNHOUSE,Bronx,"2046 Colden Ave, Bronx, NY 10462",For Sale by Agent,"$798,000",Joseph Milone Realty LTD
https://www.zillow.com/homedetails/2935-Baisley-Ave-Bronx-NY-10461/29841334_zpid/,SINGLE_FAMILY,Bronx,"2935 Baisley Avenue, Bronx, NY 10461",For Sale by Agent,"$659,000",Han Tang Realty Inc.
https://www.zillow.com/homedetails/2336-Mickle-Ave-A-Bronx-NY-10469/2062382160_zpid/,SINGLE_FAMILY,Bronx,"2336 Mickle Avenue UNIT A, Bronx, NY 10469",For Sale by Agent,"$795,000",Houlihan Lawrence Inc.
https://www.zillow.com/homedetails/2513-Yates-Ave-Bronx-NY-10469/29821153_zpid/,SINGLE_FAMILY,Bronx,"2513 Yates Ave, Bronx, NY 10469",For Sale by Agent,"$759,000",Keller Williams Realty NYC Group
https://www.zillow.com/homedetails/2116-Vyse-Ave-Bronx-NY-10460/29785596_zpid/,MULTI_FAMILY,Bronx,"2116 Vyse Avenue, Bronx, NY 10460",For Sale by Agent,"$980,000",Fave Realty Inc
https://www.zillow.com/homedetails/2953-Pearsall-Ave-Bronx-NY-10469/29824321_zpid/,SINGLE_FAMILY,Bronx,"2953 Pearsall Avenue, Bronx, NY 10469",For Sale by Agent,"$570,000",Clarke Realty
https://www.zillow.com/homedetails/162-W-162nd-St-Bronx-NY-10452/83178663_zpid/,MULTI_FAMILY,Bronx,"162 W 162nd St, Bronx, NY 10452",For Sale by Agent,"$1,075,000",Keller Williams Realty NYC Group
https://www.zillow.com/homedetails/450-Revere-Ave-Bronx-NY-10465/29848554_zpid/,MULTI_FAMILY,Bronx,"450 Revere Avenue, Bronx, NY 10465",For Sale by Agent,"$729,000",AmeriHome Realty Corp.
https://www.zillow.com/homedetails/452-E-141st-St-Bronx-NY-10454/29776860_zpid/,MULTI_FAMILY,Bronx,"452 E 141st Street, Bronx, NY 10454",Coming Soon,"$1,179,000",Vanguard Realty
https://www.zillow.com/homedetails/1614-Stadium-Ave-5W-Bronx-NY-10465/2053389037_zpid/,MULTI_FAMILY,Bronx,"1614 Stadium Ave #5W, Bronx, NY 10465",For Sale by Agent,"$1,400,000",WW Realty Group
https://www.zillow.com/homedetails/4518-Richardson-Ave-5W-Bronx-NY-10470/2053389263_zpid/,MULTI_FAMILY,Bronx,"4518 Richardson Ave #5W, Bronx, NY 10470",For Sale by Agent,"$775,000",WW Realty Group
https://www.zillow.com/homedetails/4609-Richardson-Ave-Bronx-NY-10470/29839427_zpid/,SINGLE_FAMILY,Bronx,"4609 Richardson Avenue, Bronx, NY 10470",For Sale by Agent,"$634,999",R A S Equity Partners
https://www.zillow.com/homedetails/1618-Adee-Ave-Bronx-NY-10469/29831167_zpid/,SINGLE_FAMILY,Bronx,"1618 Adee Ave, Bronx, NY 10469",For Sale by Agent,"$599,900",REMAX Distinguished Homes
https://www.zillow.com/homedetails/856-Van-Nest-Ave-Bronx-NY-10462/29813074_zpid/,MULTI_FAMILY,Bronx,"856 Van Nest Avenue, Bronx, NY 10462",For Sale by Agent,"$1,425,000",Nguyen's Realty Corp.
https://www.zillow.com/homedetails/3540-Laconia-Ave-Bronx-NY-10469/29828520_zpid/,SINGLE_FAMILY,Bronx,"3540 Laconia Avenue, Bronx, NY 10469",For Sale by Agent,"$599,000",RE/MAX Voyage Realty
https://www.zillow.com/homedetails/2108-Bathgate-Ave-Bronx-NY-10457/83178167_zpid/,MULTI_FAMILY,Bronx,"2108 Bathgate Avenue, Bronx, NY 10457",For Sale by Agent,"$950,000",Christie's Int. Real Estate
https://www.zillow.com/homedetails/3308-Lucerne-St-Bronx-NY-10465/29843526_zpid/,SINGLE_FAMILY,Bronx,"3308 Lucerne Street, Bronx, NY 10465",For Sale by Agent,"$459,999",RE/MAX Classic Realty
https://www.zillow.com/homedetails/3652-De-Reimer-Ave-Bronx-NY-10466/2108995334_zpid/,LOT,Bronx,"3652 De Reimer Avenue, Bronx, NY 10466",For Sale by Agent,"$119,000",Meyers Enterprise Realty Group
https://www.zillow.com/homedetails/740-E-242nd-St-Bronx-NY-10470/29840146_zpid/,SINGLE_FAMILY,Bronx,"740 E 242nd Street, Bronx, NY 10470",For Sale by Agent,"$599,000",Keller Williams Realty Group
https://www.zillow.com/homedetails/730-E-218th-St-Bronx-NY-10467/79712329_zpid/,MULTI_FAMILY,Bronx,"730 E 218th Street, Bronx, NY 10467",For Sale by Agent,"$960,000",B Square Realty
https://www.zillow.com/homedetails/4302-Boyd-Ave-Bronx-NY-10466/29838347_zpid/,SINGLE_FAMILY,Bronx,"4302 Boyd Avenue, Bronx, NY 10466",For Sale by Agent,"$499,000",Weichert Realtors
https://www.zillow.com/homedetails/2535-Hollers-Ave-Bronx-NY-10475/29851490_zpid/,MULTI_FAMILY,Bronx,"2535 Hollers Avenue, Bronx, NY 10475",For Sale by Agent,"$825,000","Charles Rutenberg Realty, Inc."
https://www.zillow.com/homedetails/452-E-141st-St-Bronx-NY-10454/29776860_zpid/,MULTI_FAMILY,Bronx,"452 E 141st Street, Bronx, NY 10454",Coming Soon,"$1,179,000",Vanguard Realty
https://www.zillow.com/homedetails/2067-Pitman-Ave-Bronx-NY-10466/29838888_zpid/,MULTI_FAMILY,Bronx,"2067 Pitman Avenue, Bronx, NY 10466",For Sale by Agent,"$675,999",Exp Realty
https://www.zillow.com/homedetails/842-Bryant-Ave-Bronx-NY-10474/64574597_zpid/,MULTI_FAMILY,Bronx,"842 Bryant Ave, Bronx, NY 10474",For Sale by Agent,"$990,000","Voro, LLC"
https://www.zillow.com/homedetails/464-E-179th-St-Bronx-NY-10457/55541042_zpid/,MULTI_FAMILY,Bronx,"464 E 179th St, Bronx, NY 10457",For Sale by Agent,"$715,001",Keller Williams Realty NYC Group
https://www.zillow.com/homedetails/3186-Tierney-Pl-Bronx-NY-10465/29847441_zpid/,MULTI_FAMILY,Bronx,"3186 Tierney Place, Bronx, NY 10465",For Sale by Agent,"$1,099,999",Joyce Realty Corp
https://www.zillow.com/homedetails/1828-Barnes-Ave-Bronx-NY-10462/29813453_zpid/,MULTI_FAMILY,Bronx,"1828 Barnes Avenue, Bronx, NY 10462",For Sale by Agent,"$990,000",JL Capital Real Estate Corp
https://www.zillow.com/homedetails/856-Van-Nest-Ave-Bronx-NY-10462/29813074_zpid/,MULTI_FAMILY,Bronx,"856 Van Nest Avenue, Bronx, NY 10462",For Sale by Agent,"$1,425,000",Nguyen's Realty Corp.
https://www.zillow.com/homedetails/162-W-162nd-St-Bronx-NY-10452/83178663_zpid/,MULTI_FAMILY,Bronx,"162 W 162nd St, Bronx, NY 10452",For Sale by Agent,"$1,075,000",Keller Williams Realty NYC Group
https://www.zillow.com/homedetails/308-Stephens-Ave-Bronx-NY-10473/29791025_zpid/,SINGLE_FAMILY,Bronx,"308 Stephens Avenue, Bronx, NY 10473",For Sale by Agent,"$599,000",RE/MAX Voyage Realty
https://www.zillow.com/homedetails/3540-Laconia-Ave-Bronx-NY-10469/29828520_zpid/,SINGLE_FAMILY,Bronx,"3540 Laconia Avenue, Bronx, NY 10469",For Sale by Agent,"$599,000",RE/MAX Voyage Realty
https://www.zillow.com/homedetails/855-E-223rd-St-Bronx-NY-10466/2060422909_zpid/,MULTI_FAMILY,Bronx,"855 E 223rd Street, Bronx, NY 10466",For Sale by Agent,"$989,000",RE/MAX Distinguished Hms.&Prop
https://www.zillow.com/homedetails/2120-Newbold-Ave-Bronx-NY-10462/29797044_zpid/,MULTI_FAMILY,Bronx,"2120 Newbold Avenue, Bronx, NY 10462",For Sale by Agent,"$915,000",Housebiz Realty Inc.
https://www.zillow.com/homedetails/4067-Murdock-Ave-Bronx-NY-10466/29836222_zpid/,SINGLE_FAMILY,Bronx,"4067 Murdock Avenue, Bronx, NY 10466",For Sale by Agent,"$710,000",Keller Williams NY Realty
https://www.zillow.com/homedetails/723-E-211th-St-Bronx-NY-10467/79721378_zpid/,MULTI_FAMILY,Bronx,"723 E 211th St, Bronx, NY 10467",For Sale by Agent,"$699,000",ACG REALTY NY LLC
https://www.zillow.com/homedetails/4251-Carpenter-Ave-Bronx-NY-10466/29836519_zpid/,MULTI_FAMILY,Bronx,"4251 Carpenter Avenue, Bronx, NY 10466",For Sale by Agent,"$750,000",Exp Realty
https://www.zillow.com/homedetails/920-Harding-Park-Bronx-NY-10473/2056021935_zpid/,SINGLE_FAMILY,Bronx,"920 Harding Park, Bronx, NY 10473",For Sale by Agent,"$575,000",Howard Hanna Rand Realty
https://www.zillow.com/homedetails/2456-Woodhull-Ave-Bronx-NY-10469/29822061_zpid/,MULTI_FAMILY,Bronx,"2456 Woodhull Avenue, Bronx, NY 10469",For Sale by Agent,"$999,888",RE/MAX Voyage Realty
https://www.zillow.com/homedetails/1532-Robertson-Pl-Bronx-NY-10465/29843890_zpid/,MULTI_FAMILY,Bronx,"1532 Robertson Place, Bronx, NY 10465",For Sale by Agent,"$948,000",Today Realty Corp.
https://www.zillow.com/homedetails/2723-Holland-Ave-Bronx-NY-10467/29822779_zpid/,SINGLE_FAMILY,Bronx,"2723 Holland Ave, Bronx, NY 10467",For Sale by Agent,"$465,000",Lasker Realty Corp
https://www.zillow.com/homedetails/3271-Hatting-Pl-Bronx-NY-10465/29847186_zpid/,SINGLE_FAMILY,Bronx,"3271 Hatting Place, Bronx, NY 10465",For Sale by Agent,"$735,000",Sysak Sells LLC
https://www.zillow.com/homedetails/931-Tilden-St-Bronx-NY-10469/68311713_zpid/,MULTI_FAMILY,Bronx,"931 Tilden Street, Bronx, NY 10469",For Sale by Agent,"$840,000",YourHomeSold Guaranteed Realty
https://www.zillow.com/homedetails/4023-Barnes-Ave-Bronx-NY-10466/29832046_zpid/,SINGLE_FAMILY,Bronx,"4023 Barnes Avenue, Bronx, NY 10466",For Sale by Agent,"$605,000",Nguyen's Realty Corp.
https://www.zillow.com/homedetails/1830-Barnes-Ave-Bronx-NY-10462/29813454_zpid/,MULTI_FAMILY,Bronx,"1830 Barnes Avenue, Bronx, NY 10462",For Sale by Agent,"$850,000",Keller Williams Realty NYC Grp
https://www.zillow.com/homedetails/3231-Grace-Ave-Bronx-NY-10469/142678629_zpid/,MULTI_FAMILY,Bronx,"3231 Grace Avenue, Bronx, NY 10469",For Sale by Agent,"$750,000",YourHomeSold Guaranteed Realty
https://www.zillow.com/homedetails/902-Harding-Park-Bronx-NY-10473/29790354_zpid/,SINGLE_FAMILY,Bronx,"902 Harding Park, Bronx, NY 10473",For Sale by Agent,"$699,999",Real Broker NY LLC
https://www.zillow.com/homedetails/687-E-232nd-St-Bronx-NY-10466/29831929_zpid/,SINGLE_FAMILY,Bronx,"687 E 232nd Street, Bronx, NY 10466",For Sale by Agent,"$650,000",Golden Doors Realty Corp
https://www.zillow.com/homedetails/362-E-198th-St-Bronx-NY-10458/29787707_zpid/,MULTI_FAMILY,Bronx,"362 E 198th St, Bronx, NY 10458",For Sale by Agent,"$688,000",P R O Links Realty Inc
https://www.zillow.com/homedetails/2305-Beaumont-Ave-Bronx-NY-10458/29784985_zpid/,SINGLE_FAMILY,Bronx,"2305 Beaumont Ave, Bronx, NY 10458",For Sale by Agent,"$625,000","Andrew Freerks, LREB"
https://www.zillow.com/homedetails/2046-Colden-Ave-Bronx-NY-10462/29818349_zpid/,TOWNHOUSE,Bronx,"2046 Colden Ave, Bronx, NY 10462",For Sale by Agent,"$798,000",Joseph Milone Realty LTD
https://www.zillow.com/homedetails/1024-E-222nd-St-Bronx-NY-10469/29828492_zpid/,MULTI_FAMILY,Bronx,"1024 E 222nd St, Bronx, NY 10469",For Sale by Agent,"$799,000",REMAX Distinguished Homes
https://www.zillow.com/homedetails/1392-Commonwealth-Ave-Bronx-NY-10472/29798164_zpid/,MULTI_FAMILY,Bronx,"1392 Commonwealth Avenue, Bronx, NY 10472",For Sale by Agent,"$975,000",Housebiz Realty Inc.
https://www.zillow.com/homedetails/4027-Edson-Ave-Bronx-NY-10466/29835970_zpid/,MULTI_FAMILY,Bronx,"4027 Edson Avenue, Bronx, NY 10466",For Sale by Agent,"$799,000",Keller Williams Realty NYC Grp
https://www.zillow.com/homedetails/1960-Chatterton-Ave-Bronx-NY-10472/29796201_zpid/,SINGLE_FAMILY,Bronx,"1960 Chatterton Avenue, Bronx, NY 10472",For Sale by Agent,"$899,000",Soler Realty
https://www.zillow.com/homedetails/1156-Fairfax-Ave-Bronx-NY-10465/29840942_zpid/,SINGLE_FAMILY,Bronx,"1156 Fairfax Ave, Bronx, NY 10465",For Sale by Agent,"$745,000",Bizzarro Agency
https://www.zillow.com/homedetails/2913-Lasalle-Ave-Bronx-NY-10461/2057989792_zpid/,MULTI_FAMILY,Bronx,"2913 Lasalle Avenue, Bronx, NY 10461",For Sale by Agent,"$775,000",Lopez Realty Team Inc
https://www.zillow.com/homedetails/3307-Fish-Ave-Bronx-NY-10469/29829395_zpid/,MULTI_FAMILY,Bronx,"3307 Fish Avenue, Bronx, NY 10469",For Sale by Agent,"$900,000",Integrity Business Solutions
https://www.zillow.com/homedetails/1951-Tomlinson-Ave-Bronx-NY-10461/29817822_zpid/,TOWNHOUSE,Bronx,"1951 Tomlinson Avenue, Bronx, NY 10461",For Sale by Agent,"$649,000",Voro LLC
https://www.zillow.com/homedetails/821-E-169th-St-Bronx-NY-10459/29783396_zpid/,MULTI_FAMILY,Bronx,"821 E 169th Street, Bronx, NY 10459",For Sale by Agent,"$649,000",Exit Realty Group
https://www.zillow.com/homedetails/105-Horizon-Ct-Bronx-NY-10473/124762351_zpid/,MULTI_FAMILY,Bronx,"105 Horizon Court, Bronx, NY 10473",For Sale by Agent,"$825,000",YourHomeSold Guaranteed Realty
https://www.zillow.com/homedetails/1830-Barnes-Ave-Bronx-NY-10462/29813454_zpid/,MULTI_FAMILY,Bronx,"1830 Barnes Avenue, Bronx, NY 10462",For Sale by Agent,"$850,000",Keller Williams Realty NYC Grp
https://www.zillow.com/homedetails/123-Beacon-Ln-202B-Bronx-NY-10473/2065696578_zpid/,TOWNHOUSE,Bronx,"123 Beacon Lane UNIT 202B, Bronx, NY 10473",For Sale by Agent,"$575,000",YourHomeSold Guaranteed Realty
https://www.zillow.com/homedetails/4023-Barnes-Ave-Bronx-NY-10466/29832046_zpid/,SINGLE_FAMILY,Bronx,"4023 Barnes Avenue, Bronx, NY 10466",For Sale by Agent,"$605,000",Nguyen's Realty Corp.
https://www.zillow.com/homedetails/4384-Locust-Point-Dr-Bronx-NY-10465/29847317_zpid/,SINGLE_FAMILY,Bronx,"4384 Locust Point Drive, Bronx, NY 10465",For Sale by Agent,"$609,000",Premium Choice Realty Corp
https://www.zillow.com/homedetails/2576-Marion-Ave-Bronx-NY-10458/29787581_zpid/,MULTI_FAMILY,Bronx,"2576 Marion Ave, Bronx, NY 10458",For Sale by Agent,"$819,000",Keystone Realty USA Corp
https://www.zillow.com/homedetails/3019-Kingsbridge-Ter-Bronx-NY-10463/29787171_zpid/,TOWNHOUSE,Bronx,"3019 Kingsbridge Terrace, Bronx, NY 10463",For Sale by Agent,"$850,000",Braithwaite Realty LLC
https://www.zillow.com/homedetails/3310-Campbell-Dr-Bronx-NY-10465/83178920_zpid/,SINGLE_FAMILY,Bronx,"3310 Campbell Dr, Bronx, NY 10465",For Sale by Agent,"$1,250,000",PARISH PROPERTY MANAGEMENT INC
https://www.zillow.com/homedetails/4027-Edson-Ave-Bronx-NY-10466/29835970_zpid/,MULTI_FAMILY,Bronx,"4027 Edson Avenue, Bronx, NY 10466",For Sale by Agent,"$799,000",Keller Williams Realty NYC Grp
https://www.zillow.com/homedetails/3708-Rombouts-Ave-Bronx-NY-10466/29835067_zpid/,SINGLE_FAMILY,Bronx,"3708 Rombouts Avenue, Bronx, NY 10466",For Sale by Agent,"$589,000",Crystal Homes Realty LLC
https://www.zillow.com/homedetails/2884-E-195th-St-Bronx-NY-10461/29816889_zpid/,LOT,Bronx,"2884 E 195th Street, Bronx, NY 10461",For Sale by Agent,"$749,900",Keller Williams Realty Group
https://www.zillow.com/homedetails/3271-Hatting-Pl-Bronx-NY-10465/29847186_zpid/,SINGLE_FAMILY,Bronx,"3271 Hatting Place, Bronx, NY 10465",For Sale by Agent,"$735,000",Sysak Sells LLC
https://www.zillow.com/homedetails/362-E-198th-St-Bronx-NY-10458/29787707_zpid/,MULTI_FAMILY,Bronx,"362 E 198th St, Bronx, NY 10458",For Sale by Agent,"$688,000",P R O Links Realty Inc
https://www.zillow.com/homedetails/2220-Tiemann-Ave-Bronx-NY-10469/2056076725_zpid/,SINGLE_FAMILY,Bronx,"2220 Tiemann Avenue, Bronx, NY 10469",For Sale by Agent,"$995,000",Elite Real Estate Group 1 LLC
https://www.zillow.com/homedetails/1277-E-224th-St-Bronx-NY-10466/29834280_zpid/,MULTI_FAMILY,Bronx,"1277 E 224th Street, Woodridge, NY 10466",For Sale by Agent,"$989,000",HomeSmart CrossIsland
https://www.zillow.com/homedetails/1930-Pilgrim-Ave-Bronx-NY-10461/29816647_zpid/,MULTI_FAMILY,Bronx,"1930 Pilgrim Avenue, Bronx, NY 10461",For Sale by Agent,"$1,250,000",Elite Real Estate Group 1 LLC
https://www.zillow.com/homedetails/1532-Robertson-Pl-Bronx-NY-10465/29843890_zpid/,MULTI_FAMILY,Bronx,"1532 Robertson Place, Bronx, NY 10465",For Sale by Agent,"$948,000",Today Realty Corp.
https://www.zillow.com/homedetails/855-E-223rd-St-Bronx-NY-10466/2060422909_zpid/,MULTI_FAMILY,Bronx,"855 E 223rd Street, Bronx, NY 10466",For Sale by Agent,"$989,000",RE/MAX Distinguished Hms.&Prop
https://www.zillow.com/homedetails/687-E-232nd-St-Bronx-NY-10466/29831929_zpid/,SINGLE_FAMILY,Bronx,"687 E 232nd Street, Bronx, NY 10466",For Sale by Agent,"$650,000",Golden Doors Realty Corp
https://www.zillow.com/homedetails/6203B-Spencer-Ter-Bronx-NY-10471/2059009474_zpid/,SINGLE_FAMILY,Bronx,"6203B Spencer Ter, Bronx, NY 10471",For Sale by Agent,"$699,000","McDonagh Properties, Inc."
https://www.zillow.com/homedetails/835-Dean-Ave-Bronx-NY-10465/29846246_zpid/,SINGLE_FAMILY,Bronx,"835 Dean Avenue, Bronx, NY 10465",For Sale by Agent,"$1,050,000",Today Realty Corp.
https://www.zillow.com/homedetails/1743-Montgomery-Ave-Bronx-NY-10453/29782425_zpid/,MULTI_FAMILY,Bronx,"1743 Montgomery Avenue, Bronx, NY 10453",For Sale by Agent,"$900,000",RE/MAX Town & Country
https://www.zillow.com/homedetails/1125-Noble-Ave-Bronx-NY-10472/29794880_zpid/,MULTI_FAMILY,Bronx,"1125 Noble Ave, Bronx, NY 10472",For Sale by Agent,"$998,000",Pantiga Group
https://www.zillow.com/homedetails/1281-E-223rd-St-Bronx-NY-10466/29834212_zpid/,MULTI_FAMILY,Bronx,"1281 E 223rd St, Bronx, NY 10466",For Sale by Agent,"$629,000",Budget Real Estate NYC Inc
https://www.zillow.com/homedetails/4251-Carpenter-Ave-Bronx-NY-10466/29836519_zpid/,MULTI_FAMILY,Bronx,"4251 Carpenter Avenue, Bronx, NY 10466",For Sale by Agent,"$750,000",Exp Realty
https://www.zillow.com/homedetails/1217-Fairfax-Ave-Bronx-NY-10465/29841491_zpid/,SINGLE_FAMILY,Bronx,"1217 Fairfax Avenue, Bronx, NY 10465",For Sale by Agent,"$775,000",Keller Williams Realty NYC Grp
https://www.zillow.com/homedetails/904-Bryant-Ave-Bronx-NY-10474/29781153_zpid/,TOWNHOUSE,Bronx,"904 Bryant Avenue, Bronx, NY 10474",For Sale by Agent,"$949,000",HOUSESRUS.COM Inc
https://www.zillow.com/homedetails/4417-Richardson-Ave-Bronx-NY-10470/29839027_zpid/,MULTI_FAMILY,Bronx,"4417 Richardson Ave, Bronx, NY 10470",For Sale by Agent,"$950,000",Bronx Equity Realty Corp
https://www.zillow.com/homedetails/934-Cranford-Ave-TOM-Bronx-NY-10466/2078561152_zpid/,MULTI_FAMILY,Bronx,"934 Cranford Ave #TOM, Bronx, NY 10466",For Sale by Agent,"$739,999",Empire Home Sales
https://www.zillow.com/homedetails/1436-Vyse-Ave-Bronx-NY-10459/29783846_zpid/,MULTI_FAMILY,Bronx,"1436 Vyse Ave, Bronx, NY 10459",For Sale by Agent,"$599,999",Green House Advisors
https://www.zillow.com/homedetails/1030-Revere-Ave-Bronx-NY-10465/29847523_zpid/,MULTI_FAMILY,Bronx,"1030 Revere Avenue, Bronx, NY 10465",For Sale by Agent,"$699,888",De Luca Realty Group INC
https://www.zillow.com/homedetails/2885-E-195th-St-Bronx-NY-10461/29816940_zpid/,MULTI_FAMILY,Bronx,"2885 E 195th Street, Bronx, NY 10461",For Sale by Agent,"$1,200,000",Premium Choice Realty Corp
https://www.zillow.com/homedetails/2355-Tiebout-Ave-Bronx-NY-10458/29785706_zpid/,MULTI_FAMILY,Bronx,"2355 Tiebout Avenue, Bronx, NY 10458",For Sale by Agent,"$850,000",Howard Hanna Rand Realty
https://www.zillow.com/homedetails/2312-Beaumont-Ave-Bronx-NY-10458/2105818332_zpid/,MULTI_FAMILY,Bronx,"2312 Beaumont Avenue, Bronx, NY 10458",For Sale by Agent,"$1,195,000",Exit Realty First Choice
https://www.zillow.com/homedetails/298-Zerega-Ave-Bronx-NY-10473/2117797249_zpid/,MULTI_FAMILY,Bronx,"298 Zerega Ave, Bronx, NY 10473",For Sale by Agent,"$1,050,000",Re Max Distinguished Homes
https://www.zillow.com/homedetails/4040-Murdock-Ave-Bronx-NY-10466/29836251_zpid/,SINGLE_FAMILY,Bronx,"4040 Murdock Avenue, Bronx, NY 10466",For Sale by Agent,"$529,900",Opulence Realty Group
https://www.zillow.com/homedetails/2819-Collis-Pl-Bronx-NY-10465/29849255_zpid/,MULTI_FAMILY,Bronx,"2819 Collis Place, Bronx, NY 10465",For Sale by Agent,"$849,000",Century 21 AA Realty
https://www.zillow.com/homedetails/1139-E-213th-St-Bronx-NY-10469/29828616_zpid/,SINGLE_FAMILY,Bronx,"1139 E 213th Street, Bronx, NY 10469",For Sale by Agent,"$479,990",New Concept Sheiks Realty Inc.
https://www.zillow.com/homedetails/1046-Morris-Ave-Bronx-NY-10456/29778069_zpid/,MULTI_FAMILY,Bronx,"1046 Morris Avenue, Bronx, NY 10456",For Sale by Agent,"$1,125,000",YourHomeSold Guaranteed Realty
https://www.zillow.com/homedetails/Bronx-NY-10473/2054337117_zpid/,TOWNHOUSE,Bronx,"(undisclosed Address), Bronx, NY 10473",For Sale by Agent,"$850,000",Weichert Realtors Heritage Pro
https://www.zillow.com/homedetails/313-Stephens-Ave-Bronx-NY-10473/29791024_zpid/,MULTI_FAMILY,Bronx,"313 Stephens Avenue, Bronx, NY 10473",For Sale by Agent,"$659,000",Century 21 Galvez
https://www.zillow.com/homedetails/1156-Fairfax-Ave-Bronx-NY-10465/29840942_zpid/,SINGLE_FAMILY,Bronx,"1156 Fairfax Ave, Bronx, NY 10465",For Sale by Agent,"$745,000",Bizzarro Agency
https://www.zillow.com/homedetails/1392-Commonwealth-Ave-Bronx-NY-10472/29798164_zpid/,MULTI_FAMILY,Bronx,"1392 Commonwealth Avenue, Bronx, NY 10472",For Sale by Agent,"$975,000",Housebiz Realty Inc.
https://www.zillow.com/homedetails/1165-E-223rd-St-Bronx-NY-10466/29834372_zpid/,MULTI_FAMILY,Bronx,"1165 E 223rd Street, Bronx, NY 10466",For Sale by Agent,"$1,050,000",NY Home Owner Inc.
https://www.zillow.com/homedetails/842-Bryant-Ave-Bronx-NY-10474/64574597_zpid/,MULTI_FAMILY,Bronx,"842 Bryant Ave, Bronx, NY 10474",For Sale by Agent,"$990,000","Voro, LLC"
https://www.zillow.com/homedetails/1071-E-233rd-St-A-Bronx-NY-10466/2055636449_zpid/,MULTI_FAMILY,Bronx,"1071 E 233rd St #A, Bronx, NY 10466",For Sale by Agent,"$739,000",Keystone Realty USA Corp
https://www.zillow.com/homedetails/1024-Faile-St-Bronx-NY-10459/29780864_zpid/,MULTI_FAMILY,Bronx,"1024 Faile St, Bronx, NY 10459",For Sale by Agent,"$1,299,000",Michel Madie Real Estate Services
https://www.zillow.com/homedetails/661-E-228th-St-Bronx-NY-10466/29831818_zpid/,SINGLE_FAMILY,Bronx,"661 E 228th Street, Wakefield, NY 10466",For Sale by Agent,"$450,000",JonarBri Realty
https://www.zillow.com/homedetails/731-Quincy-Ave-4-Bronx-NY-10465/2053544571_zpid/,MULTI_FAMILY,Bronx,"731 Quincy Ave #4, Bronx, NY 10465",For Sale by Agent,"$949,000",WW Realty Group
https://www.zillow.com/homedetails/4067-Murdock-Ave-Bronx-NY-10466/29836222_zpid/,SINGLE_FAMILY,Bronx,"4067 Murdock Avenue, Bronx, NY 10466",For Sale by Agent,"$710,000",Keller Williams NY Realty
https://www.zillow.com/homedetails/1779-Edenwald-Ave-Bronx-NY-10466/29837033_zpid/,MULTI_FAMILY,Bronx,"1779 Edenwald Avenue, Bronx, NY 10466",For Sale by Agent,"$875,000",New Concept Sheiks Realty Inc.
https://www.zillow.com/homedetails/3604-Willett-Ave-5W-Bronx-NY-10467/2053388745_zpid/,MULTI_FAMILY,Bronx,"3604 Willett Ave #5W, Bronx, NY 10467",For Sale by Agent,"$999,000",WW Realty Group
https://www.zillow.com/homedetails/1844-Andrews-Ave-Bronx-NY-10453/29782490_zpid/,MULTI_FAMILY,Bronx,"1844 Andrews Ave, Bronx, NY 10453",For Sale by Agent,"$1,150,000",EXP Realty NYC
https://www.zillow.com/homedetails/596-Beech-Ter-Bronx-NY-10454/55540861_zpid/,MULTI_FAMILY,Bronx,"596 Beech Terrace, Bronx, NY 10454",For Sale by Agent,"$999,999",EXP Realty
https://www.zillow.com/homedetails/1284-Givan-Ave-Bronx-NY-10469/29829367_zpid/,SINGLE_FAMILY,Bronx,"1284 Givan Avenue, Bronx, NY 10469",For Sale by Agent,"$560,000",Safeway Realty Corp
https://www.zillow.com/homedetails/4419-Bruner-Ave-Bronx-NY-10466/29839500_zpid/,MULTI_FAMILY,Bronx,"4419 Bruner Avenue, Bronx, NY 10466",For Sale by Agent,"$939,000",Exit Realty DKC
