Link of Listing,Home Type,Address,Status,Price,Broker Name
https://www.zillow.com/homedetails/321-Mac-Donough-St-Brooklyn-NY-11233/30605426_zpid/,MULTI_FAMILY,"321 Mac Donough St, Brooklyn, NY 11233",For Sale by Agent,"$1,895,000 ",BELLMARC
https://www.zillow.com/homedetails/94-Pioneer-St-Brooklyn-NY-11231/30573295_zpid/,TOWNHOUSE,"94 Pioneer St, Brooklyn, NY 11231",For Sale by Agent,"$2,850,000 ",Compass
https://www.zillow.com/homedetails/559-Belmont-Ave-Brooklyn-NY-11207/30639190_zpid/,SINGLE_FAMILY,"559 Belmont Ave, Brooklyn, NY 11207",For Sale by Agent,"$579,000 ",Century 21 American Homes - Franklin Square
https://www.zillow.com/homedetails/39-S-Portland-Ave-Brooklyn-NY-11217/30615590_zpid/,TOWNHOUSE,"39 S Portland Ave, Brooklyn, NY 11217",For Sale by Agent,"$5,000,000 ",Compass
https://www.zillow.com/homedetails/1498-E-95th-St-Brooklyn-NY-11236/30778263_zpid/,MULTI_FAMILY,"1498 E 95th St, Brooklyn, NY 11236",For Sale by Agent,"$525,000 ",Tom Marco Real Estate
https://www.zillow.com/homedetails/182-Kensington-St-Brooklyn-NY-11235/30791177_zpid/,SINGLE_FAMILY,"182 Kensington St, Brooklyn, NY 11235",For Sale by Agent,"$1,500,000 ",Remax City Square
https://www.zillow.com/homedetails/966-E-42nd-St-Brooklyn-NY-11210/30758641_zpid/,SINGLE_FAMILY,"966 E 42nd St, Brooklyn, NY 11210",For Sale by Agent,"$790,000 ",RAL Enterprises
https://www.zillow.com/homedetails/578-Ovington-Ave-Brooklyn-NY-11209/30693391_zpid/,MULTI_FAMILY,"578 Ovington Ave, Brooklyn, NY 11209",For Sale by Agent,"$1,998,000 ",Remax Edge
https://www.zillow.com/homedetails/2619-Shore-Pkwy-Brooklyn-NY-11223/320255983_zpid/,MULTI_FAMILY,"2619 Shore Pkwy, Brooklyn, NY 11223",For Sale by Agent,"$1,450,000 ",Brooklyn Real Property Inc
https://www.zillow.com/homedetails/10830-Avenue-N-Brooklyn-NY-11236/30777760_zpid/,SINGLE_FAMILY,"10830 Avenue N, Canarsie, NY 11236",For Sale by Agent,"$599,777 ",MR Imperial Real Estate
https://www.zillow.com/homedetails/227-90th-St-Brooklyn-NY-11209/30700415_zpid/,SINGLE_FAMILY,"227 90th St, Brooklyn, NY 11209",For Sale by Agent,"$1,450,000 ",Jabour Realty Company
https://www.zillow.com/homedetails/7604-11th-Ave-Brooklyn-NY-11228/30696126_zpid/,SINGLE_FAMILY,"7604 11th Ave, Brooklyn, NY 11228",For Sale by Agent,"$1,088,000 ",REMAX Elite
https://www.zillow.com/homedetails/8101-Colonial-Rd-Brooklyn-NY-11209/30698094_zpid/,SINGLE_FAMILY,"8101 Colonial Rd, Brooklyn, NY 11209",For Sale by Agent,"$3,700,000 ",Compass
https://www.zillow.com/homedetails/77-Somers-St-A-Brooklyn-NY-11233/30601051_zpid/,MULTI_FAMILY,"77 Somers St #A, Brooklyn, NY 11233",For Sale by Agent,"$749,900 ",Rock Realty
https://www.zillow.com/homedetails/1769-65th-St-Brooklyn-NY-11204/30681597_zpid/,MULTI_FAMILY,"1769 65th St, Brooklyn, NY 11204",For Sale by Agent,"$1,330,000 ",Robert Defalco Realty
https://www.zillow.com/homedetails/964-Saint-Johns-Pl-Brooklyn-NY-11213/30592910_zpid/,MULTI_FAMILY,"964 Saint Johns Place, Crown Heights, NY 11213",For Sale by Agent,"$1,650,000 ",Rodeo Realty Inc
https://www.zillow.com/homedetails/199-Bay-23-St-Brooklyn-NY-11214/30714189_zpid/,MULTI_FAMILY,"199 Bay 23 St, Brooklyn, NY 11214",For Sale by Agent,"$1,498,000 ",Remax Edge
https://www.zillow.com/homedetails/33-Frank-Ct-Brooklyn-NY-11229/30793941_zpid/,SINGLE_FAMILY,"33 Frank Ct, Brooklyn, NY 11229",For Sale by Agent,"$610,000 ",Remax Edge
https://www.zillow.com/homedetails/1816-59th-St-Brooklyn-NY-11204/30680053_zpid/,MULTI_FAMILY,"1816 59th St, Brooklyn, NY 11204",For Sale by Agent,"$1,550,000 ",John A Maguire Real Estate LLC
https://www.zillow.com/homedetails/457-54th-St-Brooklyn-NY-11220/30577889_zpid/,MULTI_FAMILY,"457 54th St, Brooklyn, NY 11220",For Sale by Agent,"$1,480,000 ",Remax Real Estate Professionals
https://www.zillow.com/homedetails/461-49th-St-Brooklyn-NY-11220/30576512_zpid/,MULTI_FAMILY,"461 49th St, Brooklyn, NY 11220",For Sale by Agent,"$1,458,008 ",Remax Real Estate Professionals
https://www.zillow.com/homedetails/1060-E-52nd-St-Brooklyn-NY-11234/30758198_zpid/,SINGLE_FAMILY,"1060 E 52nd Street, Brooklyn, NY 11234",For Sale by Agent,"$690,000 ",Pamela Lee
https://www.zillow.com/homedetails/1063-New-York-Ave-E-Brooklyn-NY-11203/2055425686_zpid/,MULTI_FAMILY,"1063 New York Avenue, East Flatbush, NY 11203",Non Owner Occupied,"$899,900 ",GMA Enterprise
https://www.zillow.com/homedetails/414A-Kosciuszko-St-Brooklyn-NY-11221/30602284_zpid/,TOWNHOUSE,"414A Kosciuszko Street, Stuyvesant Heights, NY 11221",For Sale by Agent,"$1,371,000 ",Neighborhood Elite Homes LLC
https://www.zillow.com/homedetails/182-Minna-St-Brooklyn-NY-11218/30672063_zpid/,SINGLE_FAMILY,"182 Minna St, Brooklyn, NY 11218",For Sale by Agent,"$1,279,000 ",Tom Crimmins Realty
https://www.zillow.com/homedetails/688-Jefferson-Ave-Brooklyn-NY-11221/30604511_zpid/,MULTI_FAMILY,"688 Jefferson Ave, Brooklyn, NY 11221",For Sale by Agent,"$800,000 ",Highline Residential
https://www.zillow.com/homedetails/7619-6th-Ave-Brooklyn-NY-11209/30695964_zpid/,SINGLE_FAMILY,"7619 6th Ave, Brooklyn, NY 11209",For Sale by Agent,"$1,089,000 ","Prime Time Real Estate, Inc."
https://www.zillow.com/homedetails/1164-E-10th-St-Brooklyn-NY-11230/30716766_zpid/,SINGLE_FAMILY,"1164 E 10th St, Brooklyn, NY 11230",For Sale by Agent,"$3,400,000 ",ES Realty Eva Shammah LLC
https://www.zillow.com/homedetails/26-4th-Pl-Brooklyn-NY-11231/30570707_zpid/,MULTI_FAMILY,"26 4th Pl, Brooklyn, NY 11231",For Sale by Agent,"$3,195,000 ",Douglas Elliman
https://www.zillow.com/homedetails/2001-Schenectady-Ave-Brooklyn-NY-11234/30762942_zpid/,SINGLE_FAMILY,"2001 Schenectady Avenue, Brooklyn, NY 11234",Non Owner Occupied,"$524,800 ",REALHome Services & Solutions
https://www.zillow.com/homedetails/221-Avenue-M-Brooklyn-NY-11230/30716857_zpid/,MULTI_FAMILY,"221 Avenue M, Brooklyn, NY 11230",For Sale by Agent,"$799,000 ",Century 21 Homefront Realty
https://www.zillow.com/homedetails/649-Degraw-St-Brooklyn-NY-11217/30582465_zpid/,TOWNHOUSE,"649 Degraw Street, Park Slope, NY 11217",For Sale by Agent,"$2,500,000 ",Thompson Group Real Estate
https://www.zillow.com/homedetails/3007-Avenue-S-Brooklyn-NY-11229/30729124_zpid/,SINGLE_FAMILY,"3007 Avenue S, Brooklyn, NY 11229",For Sale by Agent,"$1,178,000 ","Elite Home Sales, Inc."
https://www.zillow.com/homedetails/2013-Avenue-V-Brooklyn-NY-11229/30744684_zpid/,SINGLE_FAMILY,"2013 Avenue V, Brooklyn, NY 11229",For Sale by Agent,"$1,099,999 ",Corcoran
https://www.zillow.com/homedetails/2356-E-29th-St-Brooklyn-NY-11229/30747400_zpid/,MULTI_FAMILY,"2356 E 29th St, Brooklyn, NY 11229",For Sale by Agent,"$875,000 ",Remax Edge
https://www.zillow.com/homedetails/968-Schenectady-Ave-Brooklyn-NY-11203/30660328_zpid/,SINGLE_FAMILY,"968 Schenectady Avenue, East Flatbush, NY 11203",For Sale by Agent,"$599,999 ",Keller Williams Legendary
https://www.zillow.com/homedetails/34-Lake-St-Brooklyn-NY-11223/30723247_zpid/,SINGLE_FAMILY,"34 Lake St, Brooklyn, NY 11223",For Sale by Agent,"$949,000 ",Remax Edge
https://www.zillow.com/homedetails/980A-Gates-Ave-Brooklyn-NY-11221/30603536_zpid/,TOWNHOUSE,"980A Gates Ave, Brooklyn, NY 11221",For Sale by Agent,"$1,399,000 ",Douglas Elliman
https://www.zillow.com/homedetails/1126-Brooklyn-Ave-Brooklyn-NY-11203/30660572_zpid/,MULTI_FAMILY,"1126 Brooklyn Ave, Brooklyn, NY 11203",For Sale by Agent,"$749,999 ",Fave Realty Inc
https://www.zillow.com/homedetails/17-Suydam-St-MF-Brooklyn-NY-11221/2054478741_zpid/,MULTI_FAMILY,"17 Suydam St #MF, Brooklyn, NY 11221",For Sale by Agent,"$1,799,000 ",Compass
https://www.zillow.com/homedetails/1669-E-9th-St-Brooklyn-NY-11223/30721196_zpid/,MULTI_FAMILY,"1669 E 9th St, Brooklyn, NY 11223",For Sale by Agent,"$1,199,000 ",Mill Realty Group Inc.
https://www.zillow.com/homedetails/551-Madison-St-Brooklyn-NY-11221/300066358_zpid/,MULTI_FAMILY,"551 Madison St, Brooklyn, NY 11221",For Sale by Agent,"$1,799,000 ",Compass
https://www.zillow.com/homedetails/1923-E-26th-St-Brooklyn-NY-11229/30742421_zpid/,SINGLE_FAMILY,"1923 E 26th St, Brooklyn, NY 11229",For Sale by Agent,"$1,599,000 ",Wolf Properties Management LLC
https://www.zillow.com/homedetails/2327-E-23rd-St-Brooklyn-NY-11229/30747130_zpid/,MULTI_FAMILY,"2327 E 23rd St, Brooklyn, NY 11229",For Sale by Agent,"$1,288,000 ",Remax Edge
https://www.zillow.com/homedetails/1434-Lincoln-Pl-Brooklyn-NY-11213/30596993_zpid/,MULTI_FAMILY,"1434 Lincoln Pl, Brooklyn, NY 11213",For Sale by Agent,"$1,100,000 ",Greene & Grand Realty LLC
https://www.zillow.com/homedetails/260-Clinton-Ave-Brooklyn-NY-11205/83044017_zpid/,MULTI_FAMILY,"260 Clinton Ave, Brooklyn, NY 11205",For Sale by Agent,"$3,995,000 ",Brooklyn Bound Realty
https://www.zillow.com/homedetails/76-Vanderbilt-Ave-Brooklyn-NY-11205/30615062_zpid/,MULTI_FAMILY,"76 Vanderbilt Ave, Brooklyn, NY 11205",For Sale by Agent,"$1,700,000 ",Keller Williams Realty Landmark II
https://www.zillow.com/homedetails/7739-Shore-Rd-Brooklyn-NY-11209/30696167_zpid/,SINGLE_FAMILY,"7739 Shore Rd, Brooklyn, NY 11209",For Sale by Agent,"$1,398,000 ",Century 21 Realty First
https://www.zillow.com/homedetails/559-E-32nd-St-Brooklyn-NY-11210/30663681_zpid/,MULTI_FAMILY,"559 E 32nd St, Brooklyn, NY 11210",For Sale by Agent,"$825,000 ",Top Nest Inc.
https://www.zillow.com/homedetails/21-Barbey-St-Brooklyn-NY-11207/2091887057_zpid/,MULTI_FAMILY,"21 Barbey Street, Cypress Hills, NY 11207",New Construction,"$1,250,000 ",Royal Realty Group Inc
https://www.zillow.com/homedetails/971-E-40th-St-Brooklyn-NY-11210/30758572_zpid/,TOWNHOUSE,"971 E 40th Street, Midwood, NY 11210",For Sale by Agent,"$840,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/62-Paerdegat-2nd-St-Brooklyn-NY-11236/2053485010_zpid/,SINGLE_FAMILY,"62 Paerdegat 2nd Street, Canarsie, NY 11236",For Sale by Agent,"$729,000 ",Call It Home Realty LLC
https://www.zillow.com/homedetails/2228-E-27th-St-Brooklyn-NY-11229/30746165_zpid/,SINGLE_FAMILY,"2228 E 27th St, Brooklyn, NY 11229",For Sale by Agent,"$999,000 ",Remax Edge
https://www.zillow.com/homedetails/2277-National-Dr-Brooklyn-NY-11234/30787618_zpid/,SINGLE_FAMILY,"2277 National Dr, Brooklyn, NY 11234",For Sale by Agent,"$899,000 ",Brooklyn's 4 U Realty LLC
https://www.zillow.com/homedetails/416-Pacific-St-Brooklyn-NY-11217/30566802_zpid/,TOWNHOUSE,"416 Pacific St, Brooklyn, NY 11217",For Sale by Agent,"$8,350,000 ",Corcoran
https://www.zillow.com/homedetails/867-Sterling-Pl-Brooklyn-NY-11216/30592192_zpid/,MULTI_FAMILY,"867 Sterling Pl, Brooklyn, NY 11216",For Sale by Agent,"$2,400,000 ",Corcoran
https://www.zillow.com/homedetails/277-Saint-James-Pl-Brooklyn-NY-11238/30614780_zpid/,MULTI_FAMILY,"277 Saint James Pl, Brooklyn, NY 11238",For Sale by Agent,"$2,495,000 ",SERHANT.
https://www.zillow.com/homedetails/707-Humboldt-St-Brooklyn-NY-11222/30621235_zpid/,MULTI_FAMILY,"707 Humboldt St, Brooklyn, NY 11222",For Sale by Agent,"$2,750,000 ",Corcoran
https://www.zillow.com/homedetails/1841-W-8th-St-Brooklyn-NY-11223/30722851_zpid/,SINGLE_FAMILY,"1841 W 8th St, Brooklyn, NY 11223",For Sale by Agent,"$950,000 ",PASSAGE REALTY LLC
https://www.zillow.com/homedetails/125-Falmouth-St-Brooklyn-NY-11235/30791074_zpid/,SINGLE_FAMILY,"125 Falmouth St, Brooklyn, NY 11235",For Sale by Agent,"$1,995,000 ",Remax City Square
https://www.zillow.com/homedetails/351-Hinsdale-St-Brooklyn-NY-11207/30634863_zpid/,SINGLE_FAMILY,"351 Hinsdale Street, East New York, NY 11207",For Sale by Agent,"$680,000 ",Exit Realty Achieve
https://www.zillow.com/homedetails/1813-E-24th-St-Brooklyn-NY-11229/30728699_zpid/,SINGLE_FAMILY,"1813 E 24th St, Brooklyn, NY 11229",For Sale by Agent,"$1,499,000 ","Ideal Properties Realty, LLC"
https://www.zillow.com/homedetails/153-Jaffrey-St-Brooklyn-NY-11235/2053835927_zpid/,SINGLE_FAMILY,"153 Jaffrey St, Brooklyn, NY 11235",For Sale by Agent,"$2,150,000 ",Bright Horizons Realty
https://www.zillow.com/homedetails/26-Bay-41-St-Brooklyn-NY-11214/30730020_zpid/,MULTI_FAMILY,"26 Bay 41 St, Brooklyn, NY 11214",For Sale by Agent,"$1,100,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/146-Cambridge-Pl-Brooklyn-NY-11238/30613804_zpid/,SINGLE_FAMILY,"146 Cambridge Pl, Brooklyn, NY 11238",For Sale by Agent,"$1,799,000 ",Bergen Basin Realty LLC
https://www.zillow.com/homedetails/458-E-38th-St-Brooklyn-NY-11203/30660955_zpid/,MULTI_FAMILY,"458 E 38th Street, East Flatbush, NY 11203",For Sale by Agent,"$689,000 ",Charles Rutenberg Realty Inc
https://www.zillow.com/homedetails/697-Jefferson-Ave-4-Brooklyn-NY-11221/30604231_zpid/,MULTI_FAMILY,"697 Jefferson Avenue UNIT 4, Bedford-Stuyvesant, NY 11221",For Sale by Agent,"$2,749,000 ",Capri Jet Realty Corp
https://www.zillow.com/homedetails/238-Decatur-St-Brooklyn-NY-11233/2059771955_zpid/,TOWNHOUSE,"238 Decatur St, Brooklyn, NY 11233",For Sale by Agent,"$2,295,000 ",Compass
https://www.zillow.com/homedetails/11-Dare-Ct-Brooklyn-NY-11229/30793366_zpid/,SINGLE_FAMILY,"11 Dare Ct, Brooklyn, NY 11229",For Sale by Agent,"$748,888 ",Berkshire Hathaway HomeServices Fillmore Real Estate
https://www.zillow.com/homedetails/935-Prospect-Pl-Brooklyn-NY-11213/30591809_zpid/,SINGLE_FAMILY,"935 Prospect Pl, Brooklyn, NY 11213",For Sale by Agent,"$1,500,000 ",EXP Realty
https://www.zillow.com/homedetails/332-Quincy-St-Brooklyn-NY-11216/30608936_zpid/,MULTI_FAMILY,"332 Quincy Street, Bed-Stuy, NY 11216",For Sale by Agent,"$2,950,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/26-Huntington-St-Brooklyn-NY-11231/2054877023_zpid/,SINGLE_FAMILY,"26 Huntington St, Brooklyn, NY 11231",For Sale by Agent,"$2,995,000 ",MNS
https://www.zillow.com/homedetails/2237-E-38th-St-Brooklyn-NY-11234/30787100_zpid/,MULTI_FAMILY,"2237 E 38th St, Brooklyn, NY 11234",For Sale by Agent,"$817,000 ",Ben Bay Realty of Marine Park
https://www.zillow.com/homedetails/1776-E-21st-St-Brooklyn-NY-11229/30726957_zpid/,SINGLE_FAMILY,"1776 E 21st St, Brooklyn, NY 11229",For Sale by Agent,"$1,499,000 ",Homecrest Realty Group Inc
https://www.zillow.com/homedetails/187-Greenpoint-Ave-Brooklyn-NY-11222/30620116_zpid/,SINGLE_FAMILY,"187 Greenpoint Ave, Brooklyn, NY 11222",For Sale by Agent,"$3,750,000 ","Michal Kuras, LREB"
https://www.zillow.com/homedetails/574-Carroll-St-Brooklyn-NY-11215/30583197_zpid/,MULTI_FAMILY,"574 Carroll St, Brooklyn, NY 11215",For Sale by Agent,"$2,995,000 ",Compass
https://www.zillow.com/homedetails/1016-Gravesend-Neck-Rd-Brooklyn-NY-11223/30745394_zpid/,MULTI_FAMILY,"1016 Gravesend Neck Rd, Brooklyn, NY 11223",For Sale by Agent,"$1,389,000 ",Wilk Real Estate I LLC.
https://www.zillow.com/homedetails/280-Park-Pl-Brooklyn-NY-11238/30590464_zpid/,MULTI_FAMILY,"280 Park Pl, Brooklyn, NY 11238",For Sale by Agent,"$4,295,000 ",Corcoran
https://www.zillow.com/homedetails/857-E-37th-St-Brooklyn-NY-11203/2053980309_zpid/,SINGLE_FAMILY,"857 E 37th Street, East Flatbush, NY 11203",For Sale by Agent,"$750,000 ",Peace of Mind Realty
https://www.zillow.com/homedetails/29-Bay-10-St-Brooklyn-NY-11228/30711818_zpid/,MULTI_FAMILY,"29 Bay 10 St, Brooklyn, NY 11228",For Sale by Agent,"$999,900 ",Remax Edge
https://www.zillow.com/homedetails/1720-E-51st-St-Brooklyn-NY-11234/30765365_zpid/,MULTI_FAMILY,"1720 E 51st St, Brooklyn, NY 11234",For Sale by Agent,"$1,020,000 ",Compass
https://www.zillow.com/homedetails/92-Amity-St-Brooklyn-NY-11201/300077078_zpid/,TOWNHOUSE,"92 Amity St, Brooklyn, NY 11201",For Sale by Agent,"$6,995,000 ",Leslie J. Garfield
https://www.zillow.com/homedetails/125-Rogers-Ave-APT-1-Brooklyn-NY-11216/2056509688_zpid/,MULTI_FAMILY,"125 Rogers Ave APT 1, Brooklyn, NY 11216",For Sale by Agent,"$1,599,000 ",Brooklyn Real Property Inc
https://www.zillow.com/homedetails/191-Calyer-St-Brooklyn-NY-11222/2054203145_zpid/,MULTI_FAMILY,"191 Calyer St, Brooklyn, NY 11222",For Sale by Agent,"$2,200,000 ",The Agency
https://www.zillow.com/homedetails/1259-Jefferson-Ave-Brooklyn-NY-11221/30628787_zpid/,MULTI_FAMILY,"1259 Jefferson Ave, Brooklyn, NY 11221",For Sale by Agent,"$2,175,000 ",Compass
https://www.zillow.com/homedetails/385-Van-Siclen-Ave-1-Brooklyn-NY-11207/2061006684_zpid/,SINGLE_FAMILY,"385 Van Siclen Ave #1, Brooklyn, NY 11207",For Sale by Agent,"$535,000 ",EXP Realty NYC
https://www.zillow.com/homedetails/619-E-40th-St-Brooklyn-NY-11203/30662619_zpid/,SINGLE_FAMILY,"619 E 40th Street, East Flatbush, NY 11203",For Sale by Agent,"$699,000 ",Flat Rate Realty of Queens Ltd
https://www.zillow.com/homedetails/1595-Independence-Ave-Brooklyn-NY-11228/30715460_zpid/,MULTI_FAMILY,"1595 Independence Ave, Brooklyn, NY 11228",For Sale by Agent,"$894,000 ",Ashford Homes
https://www.zillow.com/homedetails/762-Thomas-S-Boyland-St-5W-Brooklyn-NY-11212/2053387846_zpid/,MULTI_FAMILY,"762 Thomas S Boyland St #5W, Brooklyn, NY 11212",For Sale by Agent,"$1,149,000 ",WW Realty Group
https://www.zillow.com/homedetails/1719-E-22nd-St-Brooklyn-NY-11229/30727025_zpid/,SINGLE_FAMILY,"1719 E 22nd St, Brooklyn, NY 11229",For Sale by Agent,"$1,350,000 ",MadisonEstates Sothebys Realty
https://www.zillow.com/homedetails/235-Berry-St-ROOM-1-Brooklyn-NY-11249/2053491027_zpid/,MULTI_FAMILY,"235 Berry St ROOM 1, Brooklyn, NY 11249",For Sale by Agent,"$12,000,000 ",R New York
https://www.zillow.com/homedetails/1534-W-9th-St-Brooklyn-NY-11204/30719207_zpid/,SINGLE_FAMILY,"1534 W 9th St, Brooklyn, NY 11204",For Sale by Agent,"$1,328,888 ",Ben Bay Realty Co
https://www.zillow.com/homedetails/2012-Gerritsen-Ave-Brooklyn-NY-11229/2077524046_zpid/,SINGLE_FAMILY,"2012 Gerritsen Ave, Brooklyn, NY 11229",For Sale by Agent,"$1,549,999 ",RE/MAX Edge
https://www.zillow.com/homedetails/530-Graham-Ave-Brooklyn-NY-11222/2097732530_zpid/,MULTI_FAMILY,"530 Graham Avenue, Greenpoint, NY 11222",For Sale by Agent,"$1,950,000 ",Elegran LLC
https://www.zillow.com/homedetails/14-Fillmore-Pl-Brooklyn-NY-11211/30618904_zpid/,MULTI_FAMILY,"14 Fillmore Pl, Brooklyn, NY 11211",For Sale by Agent,"$3,700,000 ",Keller Williams NYC
https://www.zillow.com/homedetails/322-42nd-St-Brooklyn-NY-11232/30574936_zpid/,MULTI_FAMILY,"322 42nd St, Brooklyn, NY 11232",For Sale by Agent,"$800,000 ",Remax Edge
https://www.zillow.com/homedetails/3830-Lyme-Ave-Brooklyn-NY-11224/30732746_zpid/,SINGLE_FAMILY,"3830 Lyme Ave, Brooklyn, NY 11224",For Sale by Agent,"$855,000 ",OTI Rentals LLC
https://www.zillow.com/homedetails/1139-72nd-St-Brooklyn-NY-11228/30703665_zpid/,MULTI_FAMILY,"1139 72nd St, Brooklyn, NY 11228",For Sale by Agent,"$1,525,000 ",Remax Real Estate Professionals
https://www.zillow.com/homedetails/2034-E-36th-St-Brooklyn-NY-11234/30785798_zpid/,SINGLE_FAMILY,"2034 E 36th St, Brooklyn, NY 11234",For Sale by Agent,"$799,000 ",Bergen Basin Realty LLC
https://www.zillow.com/homedetails/191-Wyckoff-Ave-Brooklyn-NY-11237/30626506_zpid/,MULTI_FAMILY,"191 Wyckoff Avenue, Bushwick, NY 11237",For Sale by Agent,"$1,499,999 ",EXP Realty
https://www.zillow.com/homedetails/1440-W-5th-St-Brooklyn-NY-11204/30718491_zpid/,MULTI_FAMILY,"1440 W 5th St, Brooklyn, NY 11204",For Sale by Agent,"$1,888,000 ",RE/MAX Real Estate Professiona
https://www.zillow.com/homedetails/713-Sackett-St-APT-1-Brooklyn-NY-11217/2054399047_zpid/,MULTI_FAMILY,"713 Sackett St APT 1, Brooklyn, NY 11217",For Sale by Agent,"$2,495,000 ",NextHome Empire
https://www.zillow.com/homedetails/156-Oxford-St-Brooklyn-NY-11235/30791360_zpid/,SINGLE_FAMILY,"156 Oxford St, Brooklyn, NY 11235",For Sale by Agent,"$1,649,900 ",AMERIHOMES REALTY OF NY INC
https://www.zillow.com/homedetails/1963-79th-St-Brooklyn-NY-11214/30708107_zpid/,SINGLE_FAMILY,"1963 79th St, Brooklyn, NY 11214",For Sale by Agent,"$988,800 ",Remax Real Estate Professionals
https://www.zillow.com/homedetails/3396-Bedford-Ave-Brooklyn-NY-11210/30754007_zpid/,SINGLE_FAMILY,"3396 Bedford Ave, Brooklyn, NY 11210",For Sale by Agent,"$1,575,000 ",Behfar Team LLC
https://www.zillow.com/homedetails/1019-58th-St-Brooklyn-NY-11219/30687844_zpid/,SINGLE_FAMILY,"1019 58th St, Brooklyn, NY 11219",For Sale by Agent,"$1,439,000 ",Re/Max Real Estate Professiona
https://www.zillow.com/homedetails/33-S-Oxford-St-Brooklyn-NY-11217/30615646_zpid/,MULTI_FAMILY,"33 S Oxford St, Brooklyn, NY 11217",For Sale by Agent,"$3,200,000 ",Keller Williams Realty Empire
https://www.zillow.com/homedetails/2701-86th-St-Brooklyn-NY-11223/30736548_zpid/,MULTI_FAMILY,"2701 86th St, Brooklyn, NY 11223",For Sale by Agent,"$1,058,000 ",Ben Bay Realty Co
https://www.zillow.com/homedetails/1581-74th-St-Brooklyn-NY-11228/30704975_zpid/,MULTI_FAMILY,"1581 74th St, Brooklyn, NY 11228",For Sale by Agent,"$1,450,000 ",Ashford Homes
https://www.zillow.com/homedetails/117-E-29th-St-Brooklyn-NY-11226/30667179_zpid/,MULTI_FAMILY,"117 E 29th St, Brooklyn, NY 11226",For Sale by Agent,"$859,000 ",Citizens International Realty
https://www.zillow.com/homedetails/2307-E-66th-St-Brooklyn-NY-11234/30788038_zpid/,SINGLE_FAMILY,"2307 E 66th St, Brooklyn, NY 11234",For Sale by Agent,"$1,888,000 ",Talk of the Town Realty
https://www.zillow.com/homedetails/1212-Avenue-Y-Brooklyn-NY-11235/30748677_zpid/,SINGLE_FAMILY,"1212 Avenue Y, Brooklyn, NY 11235",For Sale by Agent,"$1,349,000 ",Wolf Properties Management LLC
https://www.zillow.com/homedetails/405-Sackett-St-Brooklyn-NY-11231/30572048_zpid/,MULTI_FAMILY,"405 Sackett St, Brooklyn, NY 11231",For Sale by Agent,"$3,200,000 ",Jabour Realty Company
https://www.zillow.com/homedetails/1674-E-37th-St-Brooklyn-NY-11234/30757109_zpid/,SINGLE_FAMILY,"1674 E 37th St, Brooklyn, NY 11234",For Sale by Agent,"$745,000 ",Berkshire Hathaway HomeServices Fillmore Real Estate
https://www.zillow.com/homedetails/1819-Burnett-St-Brooklyn-NY-11229/30783496_zpid/,SINGLE_FAMILY,"1819 Burnett St, Brooklyn, NY 11229",For Sale by Agent,"$939,000 ","Ideal Properties Realty, LLC"
https://www.zillow.com/homedetails/1566-E-17th-St-1-Brooklyn-NY-11230/2056086194_zpid/,SINGLE_FAMILY,"1566 E 17th St #1, Brooklyn, NY 11230",For Sale by Owner,"$2,000,000 ",N/A
https://www.zillow.com/homedetails/1611-84th-St-FLOOR-1-Brooklyn-NY-11214/2054976641_zpid/,MULTI_FAMILY,"1611 84th St FLOOR 1, Brooklyn, NY 11214",For Sale by Agent,"$1,188,888 ",Remax Edge
https://www.zillow.com/homedetails/86-Bay-46th-St-Brooklyn-NY-11214/2132736445_zpid/,SINGLE_FAMILY,"86 Bay 46th St, Brooklyn, NY 11214",For Sale by Agent,"$758,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/929-Rogers-Ave-Brooklyn-NY-11226/30666916_zpid/,MULTI_FAMILY,"929 Rogers Ave, Brooklyn, NY 11226",For Sale by Agent,"$998,500 ","InstaHomes Realty, LLC"
https://www.zillow.com/homedetails/219-16th-St-Brooklyn-NY-11215/30586254_zpid/,MULTI_FAMILY,"219 16th St, Brooklyn, NY 11215",For Sale by Agent,"$1,849,000 ",Madison Estates Sotheby's International Realty
https://www.zillow.com/homedetails/6-Bay-Ridge-Pl-Brooklyn-NY-11209/30692486_zpid/,SINGLE_FAMILY,"6 Bay Ridge Pl, Brooklyn, NY 11209",For Sale by Agent,"$1,725,000 ",SERHANT.
https://www.zillow.com/homedetails/55-Duffield-St-Brooklyn-NY-11201/30566278_zpid/,MULTI_FAMILY,"55 Duffield St, Brooklyn, NY 11201",For Sale by Agent,"$2,450,000 ",Sotheby's International Realty
https://www.zillow.com/homedetails/4701-Beverley-Rd-Brooklyn-NY-11203/30654746_zpid/,MULTI_FAMILY,"4701 Beverley Road, East Flatbush, NY 11203",For Sale by Agent,"$750,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/127-N-4th-St-6-Brooklyn-NY-11249/2059092710_zpid/,MULTI_FAMILY,"127 N 4th St #6, Brooklyn, NY 11249",For Sale by Agent,"$4,299,000 ",Trademarko Realty Inc
