Link of Listing,Home Type,Address,Status,Price,Broker Name
https://www.zillow.com/homedetails/31-4th-Ct-Staten-Island-NY-10312/64574662_zpid/,SINGLE_FAMILY,"31 4th Ct, Staten Island, NY 10312",For Sale by Agent,"$1,495,000 ",AMERIHOMES REALTY OF NY INC
https://www.zillow.com/homedetails/58-Moffett-St-Staten-Island-NY-10312/32356585_zpid/,SINGLE_FAMILY,"58 Moffett St, Staten Island, NY 10312",For Sale by Agent,"$699,999 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/577-Davis-Ave-Staten-Island-NY-10310/32278286_zpid/,SINGLE_FAMILY,"577 Davis Ave, Staten Island, NY 10310",For Sale by Agent,"$558,000 ",NEST SEEKERS LLC
https://www.zillow.com/homedetails/47-Manchester-Dr-Staten-Island-NY-10312/32362714_zpid/,SINGLE_FAMILY,"47 Manchester Dr, Staten Island, NY 10312",For Sale by Agent,"$738,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/639-Tompkins-Ave-Staten-Island-NY-10305/62723560_zpid/,MULTI_FAMILY,"639 Tompkins Ave, Staten Island, NY 10305",For Sale by Agent,"$3,995,000 ",Joanne Costa Realty
https://www.zillow.com/homedetails/93-Gower-St-Staten-Island-NY-10314/32289349_zpid/,SINGLE_FAMILY,"93 Gower St, Staten Island, NY 10314",For Sale by Agent,"$749,000 ",Berns Agency
https://www.zillow.com/homedetails/45-Berry-Ave-Staten-Island-NY-10312/32357682_zpid/,SINGLE_FAMILY,"45 Berry Ave, Staten Island, NY 10312",New Construction,"$699,000 ",Thomas Gugliucci Real Estate
https://www.zillow.com/homedetails/56-Croak-Ave-Staten-Island-NY-10314/32288907_zpid/,SINGLE_FAMILY,"56 Croak Ave, Staten Island, NY 10314",For Sale by Agent,"$883,000 ",Winzone Realty Inc
https://www.zillow.com/homedetails/44-Hunter-Pl-Staten-Island-NY-10301/32274099_zpid/,SINGLE_FAMILY,"44 Hunter Pl, Staten Island, NY 10301",For Sale by Agent,"$675,000 ",Gateway Arms Realty Corp.
https://www.zillow.com/homedetails/32-Riverside-Ln-Staten-Island-NY-10302/112109553_zpid/,MULTI_FAMILY,"32 Riverside Ln, Staten Island, NY 10302",For Sale by Agent,"$699,900 ",American Homes Group
https://www.zillow.com/homedetails/2-Holly-St-Staten-Island-NY-10304/32293915_zpid/,MULTI_FAMILY,"2 Holly St, Staten Island, NY 10304",For Sale by Agent,"$1,198,999 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/15-Spratt-Ave-Staten-Island-NY-10306/32344493_zpid/,MULTI_FAMILY,"15 Spratt Ave, Staten Island, NY 10306",For Sale by Agent,"$898,000 ",Momentum Real Estate LLC
https://www.zillow.com/homedetails/111-Long-Pond-Ln-Staten-Island-NY-10304/32320590_zpid/,TOWNHOUSE,"111 Long Pond Ln, Staten Island, NY 10304",For Sale by Agent,"$499,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/521-Midland-Ave-Staten-Island-NY-10306/32333056_zpid/,SINGLE_FAMILY,"521 Midland Ave, Staten Island, NY 10306",For Sale by Agent,"$688,000 ",Momentum Real Estate LLC
https://www.zillow.com/homedetails/364-Armstrong-Ave-Staten-Island-NY-10308/32347826_zpid/,SINGLE_FAMILY,"364 Armstrong Ave, Staten Island, NY 10308",For Sale by Agent,"$694,000 ",Compass Realty Central Inc.
https://www.zillow.com/homedetails/456-Van-Name-Ave-Staten-Island-NY-10303/32307249_zpid/,SINGLE_FAMILY,"456 Van Name Ave, Staten Island, NY 10303",For Sale by Agent,"$669,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/10-Joyce-Ln-Staten-Island-NY-10307/32375734_zpid/,MULTI_FAMILY,"10 Joyce Ln, Staten Island, NY 10307",For Sale by Agent,"$1,399,000 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/3811-Hylan-Blvd-Staten-Island-NY-10308/32346285_zpid/,SINGLE_FAMILY,"3811 Hylan Blvd, Staten Island, NY 10308",For Sale by Agent,"$558,000 ",Ashford Homes
https://www.zillow.com/homedetails/66-Archwood-Ave-Staten-Island-NY-10312/79741224_zpid/,MULTI_FAMILY,"66 Archwood Ave, Staten Island, NY 10312",For Sale by Agent,"$1,698,000 ",RE/MAX Elite
https://www.zillow.com/homedetails/27-Kelly-Blvd-Staten-Island-NY-10314/32312153_zpid/,SINGLE_FAMILY,"27 Kelly Blvd, Staten Island, NY 10314",For Sale by Agent,"$979,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/72-Jeannette-Ave-Staten-Island-NY-10312/83056249_zpid/,MULTI_FAMILY,"72 Jeannette Ave, Staten Island, NY 10312",For Sale by Agent,"$1,195,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/2701-Goethals-Rd-N-APT-D6-Staten-Island-NY-10303/2123241348_zpid/,SINGLE_FAMILY,"2701 Goethals Rd N APT D6, Staten Island, NY 10303",New Construction,"$129,900 ",JM Properties
https://www.zillow.com/homedetails/606-Tompkins-Ave-Staten-Island-NY-10305/32320957_zpid/,SINGLE_FAMILY,"606 Tompkins Ave, Staten Island, NY 10305",For Sale by Agent,"$749,000 ","Triolo Realty Group, Inc."
https://www.zillow.com/homedetails/10-Simon-Ct-Staten-Island-NY-10307/32377443_zpid/,MULTI_FAMILY,"10 Simon Ct, Staten Island, NY 10307",For Sale by Agent,"$1,199,000 ",Staten Island Homes Realty Corp
https://www.zillow.com/homedetails/363-Howard-Ave-Staten-Island-NY-10301/32287031_zpid/,SINGLE_FAMILY,"363 Howard Ave, Staten Island, NY 10301",For Sale by Agent,"$1,850,000 ",E-House Realty of Avenue U Inc
https://www.zillow.com/homedetails/2701-Goethals-Rd-N-APT-D4-Staten-Island-NY-10303/2088310363_zpid/,SINGLE_FAMILY,"2701 Goethals Rd N APT D4, Staten Island, NY 10303",For Sale by Agent,"$160,000 ",Re/Max Edge
https://www.zillow.com/homedetails/387-Slater-Blvd-Staten-Island-NY-10305/2082443557_zpid/,SINGLE_FAMILY,"387 Slater Blvd, Staten Island, NY 10305",For Sale by Agent,"$549,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/222-Hart-Blvd-Staten-Island-NY-10301/32277674_zpid/,SINGLE_FAMILY,"222 Hart Blvd, Staten Island, NY 10301",For Sale by Agent,"$1,195,000 ",Coldwell Banker Advantage
https://www.zillow.com/homedetails/346-George-St-Staten-Island-NY-10307/2054180696_zpid/,SINGLE_FAMILY,"346 George St, Staten Island, NY 10307",New Construction,"$1,299,900 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/575-Jefferson-Blvd-Staten-Island-NY-10312/32361080_zpid/,SINGLE_FAMILY,"575 Jefferson Blvd, Staten Island, NY 10312",For Sale by Agent,"$725,000 ",JM Properties
https://www.zillow.com/homedetails/82-Vineland-Ave-Staten-Island-NY-10312/32359577_zpid/,SINGLE_FAMILY,"82 Vineland Ave, Staten Island, NY 10312",For Sale by Agent,"$955,000 ","Homes R Us Realty of NY, Inc."
https://www.zillow.com/homedetails/31-Ramble-Rd-Staten-Island-NY-10308/32346155_zpid/,SINGLE_FAMILY,"31 Ramble Rd, Staten Island, NY 10308",For Sale by Agent,"$899,000 ",Coldwell Banker Advantage
https://www.zillow.com/homedetails/329-Parkinson-Ave-Staten-Island-NY-10305/32327855_zpid/,SINGLE_FAMILY,"329 Parkinson Ave, Staten Island, NY 10305",For Sale by Agent,"$499,000 ",Bove Real Estate
https://www.zillow.com/homedetails/138-Wainwright-Ave-Staten-Island-NY-10312/32356263_zpid/,TOWNHOUSE,"138 Wainwright Ave, Staten Island, NY 10312",For Sale by Agent,"$520,000 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/190-Vanderbilt-Ave-Staten-Island-NY-10304/32319498_zpid/,SINGLE_FAMILY,"190 Vanderbilt Ave, Staten Island, NY 10304",For Sale by Agent,"$574,999 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/155-Wellbrook-Ave-Staten-Island-NY-10314/32292804_zpid/,MULTI_FAMILY,"155 Wellbrook Ave, Staten Island, NY 10314",For Sale by Agent,"$678,000 ",Blooming Realty
https://www.zillow.com/homedetails/263-Richmond-Hill-Rd-Staten-Island-NY-10314/32314016_zpid/,SINGLE_FAMILY,"263 Richmond Hill Rd, Staten Island, NY 10314",For Sale by Agent,"$685,000 ",Re/Max Real Estate Professiona
https://www.zillow.com/homedetails/1408-Woodrow-Rd-Staten-Island-NY-10309/32370967_zpid/,MULTI_FAMILY,"1408 Woodrow Rd, Staten Island, NY 10309",For Sale by Agent,"$1,360,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/690-N-Railroad-Ave-Staten-Island-NY-10304/32328501_zpid/,SINGLE_FAMILY,"690 N Railroad Ave, Staten Island, NY 10304",For Sale by Agent,"$550,000 ",Eva Real Estate LLC
https://www.zillow.com/homedetails/776-Craig-Ave-Staten-Island-NY-10307/32376776_zpid/,SINGLE_FAMILY,"776 Craig Ave, Staten Island, NY 10307",For Sale by Agent,"$959,900 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/68-Davis-Ave-Staten-Island-NY-10310/32274527_zpid/,SINGLE_FAMILY,"68 Davis Ave, Staten Island, NY 10310",For Sale by Agent,"$589,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/174-Ilyssa-Way-Staten-Island-NY-10312/32360132_zpid/,SINGLE_FAMILY,"174 Ilyssa Way, Staten Island, NY 10312",For Sale by Agent,"$379,900 ",Interstate Home Properties
https://www.zillow.com/homedetails/111-Highland-Rd-Staten-Island-NY-10308/32345913_zpid/,MULTI_FAMILY,"111 Highland Rd, Staten Island, NY 10308",For Sale by Agent,"$1,099,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/36-Mosely-Ave-Staten-Island-NY-10312/32364651_zpid/,MULTI_FAMILY,"36 Mosely Ave, Staten Island, NY 10312",New Construction,"$1,549,900 ",Barbara A. Smith
https://www.zillow.com/homedetails/364-Armstrong-Ave-Staten-Island-NY-10308/32347826_zpid/,SINGLE_FAMILY,"364 Armstrong Ave, Staten Island, NY 10308",For Sale by Agent,"$694,000 ",Compass Realty Central Inc.
https://www.zillow.com/homedetails/34-Layton-Ave-Staten-Island-NY-10301/32271213_zpid/,SINGLE_FAMILY,"34 Layton Ave, Staten Island, NY 10301",For Sale by Agent,"$499,999 ",ELLIOTT KLEIN REALTY CO
https://www.zillow.com/homedetails/222-Gordon-St-Staten-Island-NY-10304/32285375_zpid/,MULTI_FAMILY,"222 Gordon St, Staten Island, NY 10304",For Sale by Agent,"$769,000 ",Berkshire Hathaway HomeServices Cangiano Estates
https://www.zillow.com/homedetails/4945-Amboy-Rd-Staten-Island-NY-10312/32364644_zpid/,MULTI_FAMILY,"4945 Amboy Rd, Staten Island, NY 10312",For Sale by Agent,"$1,200,000 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/47-Manchester-Dr-Staten-Island-NY-10312/32362714_zpid/,SINGLE_FAMILY,"47 Manchester Dr, Staten Island, NY 10312",For Sale by Agent,"$738,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/80-Longview-Rd-Staten-Island-NY-10304/32287385_zpid/,SINGLE_FAMILY,"80 Longview Rd, Staten Island, NY 10304",For Sale by Agent,"$765,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/27-Clove-Way-Staten-Island-NY-10301/2088979076_zpid/,SINGLE_FAMILY,"27 Clove Way, Staten Island, NY 10301",For Sale by Agent,"$639,999 ",Radiant Estates LLC
https://www.zillow.com/homedetails/606-Tompkins-Ave-Staten-Island-NY-10305/32320957_zpid/,SINGLE_FAMILY,"606 Tompkins Ave, Staten Island, NY 10305",For Sale by Agent,"$749,000 ","Triolo Realty Group, Inc."
https://www.zillow.com/homedetails/62-Adams-Ave-Staten-Island-NY-10306/32329250_zpid/,SINGLE_FAMILY,"62 Adams Ave, Staten Island, NY 10306",For Sale by Agent,"$1,090,000 ",Re/Max Edge
https://www.zillow.com/homedetails/1700-Carlton-Ave-Staten-Island-NY-10309/32369445_zpid/,SINGLE_FAMILY,"1700 Carlton Ave, Staten Island, NY 10309",For Sale by Agent,"$729,000 ",JM Properties
https://www.zillow.com/homedetails/263-South-Ave-Staten-Island-NY-10303/32300904_zpid/,SINGLE_FAMILY,"263 South Ave, Staten Island, NY 10303",For Sale by Agent,"$130,000 ",SOWAE CORP
https://www.zillow.com/homedetails/545-Arbutus-Ave-Staten-Island-NY-10312/32366899_zpid/,SINGLE_FAMILY,"545 Arbutus Ave, Staten Island, NY 10312",For Sale by Agent,"$2,898,555 ",Staten Island Premiere Properties
https://www.zillow.com/homedetails/131-Cliffwood-Rd-Staten-Island-NY-10304/2053477452_zpid/,SINGLE_FAMILY,"131 Cliffwood Road, Other, NY 10304",For Sale by Agent,"$6,800,000 ",Robert DeFalco Realty Inc
https://www.zillow.com/homedetails/30-Knauth-Pl-Staten-Island-NY-10305/32322778_zpid/,SINGLE_FAMILY,"30 Knauth Pl, Staten Island, NY 10305",For Sale by Agent,"$1,499,999 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/111-Long-Pond-Ln-Staten-Island-NY-10304/32320590_zpid/,TOWNHOUSE,"111 Long Pond Ln, Staten Island, NY 10304",For Sale by Agent,"$499,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/314-Montreal-Ave-Staten-Island-NY-10306/32343830_zpid/,SINGLE_FAMILY,"314 Montreal Ave, Staten Island, NY 10306",For Sale by Agent,"$929,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/58-Roanoke-St-Staten-Island-NY-10314/32307578_zpid/,SINGLE_FAMILY,"58 Roanoke St, Staten Island, NY 10314",For Sale by Agent,"$649,000 ",Katz Realty
https://www.zillow.com/homedetails/271-Barnard-Ave-Staten-Island-NY-10307/32377549_zpid/,SINGLE_FAMILY,"271 Barnard Ave, Staten Island, NY 10307",For Sale by Agent,"$559,000 ",RE/MAX Elite
https://www.zillow.com/homedetails/306-Ilyssa-Way-Staten-Island-NY-10312/32360175_zpid/,TOWNHOUSE,"306 Ilyssa Way, Staten Island, NY 10312",For Sale by Agent,"$334,999 ",Matias Real Estate
https://www.zillow.com/homedetails/254-Flagg-Pl-Staten-Island-NY-10304/32295127_zpid/,SINGLE_FAMILY,"254 Flagg Pl, Staten Island, NY 10304",For Sale by Agent,"$2,050,000 ","Tom Crimmins Realty, Ltd."
https://www.zillow.com/homedetails/74-Appleby-Ave-Staten-Island-NY-10305/338827704_zpid/,SINGLE_FAMILY,"74 Appleby Ave, Staten Island, NY 10305",New Construction,"$758,800 ","Homes R Us Realty of NY, Inc."
https://www.zillow.com/homedetails/417-Genesee-Ave-Staten-Island-NY-10312/32355976_zpid/,SINGLE_FAMILY,"417 Genesee Ave, Staten Island, NY 10312",For Sale by Agent,"$774,888 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/70-Coursen-Pl-Staten-Island-NY-10304/32285237_zpid/,MULTI_FAMILY,"70 Coursen Pl, Staten Island, NY 10304",For Sale by Agent,"$349,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/97-Excelsior-Ave-Staten-Island-NY-10309/64709206_zpid/,MULTI_FAMILY,"97 Excelsior Ave, Staten Island, NY 10309",For Sale by Agent,"$1,050,000 ",Ashford Homes
https://www.zillow.com/homedetails/6218-Amboy-Rd-Staten-Island-NY-10309/32368600_zpid/,SINGLE_FAMILY,"6218 Amboy Rd, Staten Island, NY 10309",For Sale by Agent,"$495,000 ",RE/MAX Elite
https://www.zillow.com/homedetails/933-Jewett-Ave-Staten-Island-NY-10314/32281947_zpid/,SINGLE_FAMILY,"933 Jewett Ave, Staten Island, NY 10314",For Sale by Agent,"$699,888 ",Tom Crimmins Realty
https://www.zillow.com/homedetails/29-Nautilus-St-Staten-Island-NY-10305/32318232_zpid/,SINGLE_FAMILY,"29 Nautilus St, Staten Island, NY 10305",For Sale by Agent,"$629,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/149-Dartmouth-Loop-Staten-Island-NY-10306/79732274_zpid/,MULTI_FAMILY,"149 Dartmouth Loop, Staten Island, NY 10306",For Sale by Agent,"$729,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/244-Raritan-Ave-Staten-Island-NY-10305/2084001689_zpid/,SINGLE_FAMILY,"244 Raritan Ave, Staten Island, NY 10305",For Sale by Agent,"$1,399,000 ",HOUSE KEY REALTY LLC
https://www.zillow.com/homedetails/94-Walker-St-Staten-Island-NY-10302/32298319_zpid/,SINGLE_FAMILY,"94 Walker St, Staten Island, NY 10302",For Sale by Agent,"$585,000 ",EXP Realty
https://www.zillow.com/homedetails/28-Newberry-Ave-Staten-Island-NY-10304/32325912_zpid/,SINGLE_FAMILY,"28 Newberry Ave, Staten Island, NY 10304",For Sale by Agent,"$638,000 ",Staten Island Premiere Properties
https://www.zillow.com/homedetails/47-Lynn-Ct-Staten-Island-NY-10314/32302405_zpid/,TOWNHOUSE,"47 Lynn Ct, Staten Island, NY 10314",For Sale by Agent,"$329,000 ",Get Listed Get Sold NYC
https://www.zillow.com/homedetails/40-Country-Dr-N-Staten-Island-NY-10314/2129856728_zpid/,TOWNHOUSE,"40 Country Dr N, Staten Island, NY 10314",For Sale by Agent,"$528,000 ",Elite Homes & Estates LLC
https://www.zillow.com/homedetails/7739-Amboy-Rd-Staten-Island-NY-10307/68322264_zpid/,MULTI_FAMILY,"7739 Amboy Rd, Staten Island, NY 10307",For Sale by Agent,"$1,153,000 ",Salmon Realty Group
https://www.zillow.com/homedetails/46-Michael-Loop-Staten-Island-NY-10304/94663517_zpid/,SINGLE_FAMILY,"46 Michael Loop, Staten Island, NY 10304",For Sale by Agent,"$1,574,999 ",J Milo Real Estate
https://www.zillow.com/homedetails/1085-Todt-Hill-Rd-Staten-Island-NY-10304/32295173_zpid/,SINGLE_FAMILY,"1085 Todt Hill Rd, Staten Island, NY 10304",For Sale by Agent,"$1,193,000 ",Connie Profaci Realty
https://www.zillow.com/homedetails/25-Flagship-Cir-Staten-Island-NY-10309/32367908_zpid/,TOWNHOUSE,"25 Flagship Cir, Staten Island, NY 10309",For Sale by Agent,"$799,900 ","Homes R Us Realty of NY, Inc."
https://www.zillow.com/homedetails/58-Holly-St-Staten-Island-NY-10304/32294063_zpid/,MULTI_FAMILY,"58 Holly St, Staten Island, NY 10304",For Sale by Agent,"$1,189,000 ",Hometime Estates LLC
https://www.zillow.com/homedetails/99-Cotter-Ave-Staten-Island-NY-10306/32340595_zpid/,MULTI_FAMILY,"99 Cotter Ave, Staten Island, NY 10306",For Sale by Agent,"$874,900 ",Jason Mitchell Real Estate New York
https://www.zillow.com/homedetails/307-Ellis-St-Staten-Island-NY-10307/122175669_zpid/,MULTI_FAMILY,"307 Ellis St, Staten Island, NY 10307",For Sale by Agent,"$1,100,000 ",Ben Bay Realty Co
https://www.zillow.com/homedetails/91-Flagg-Ct-Staten-Island-NY-10304/32295012_zpid/,SINGLE_FAMILY,"91 Flagg Ct, Staten Island, NY 10304",For Sale by Agent,"$1,150,000 ",Joanne Costa Realty
https://www.zillow.com/homedetails/664-Ramona-Ave-Staten-Island-NY-10309/62724196_zpid/,MULTI_FAMILY,"664 Ramona Ave, Staten Island, NY 10309",For Sale by Agent,"$1,239,998 ",J Milo Real Estate
https://www.zillow.com/homedetails/25-Elmtree-Ave-Staten-Island-NY-10306/143754162_zpid/,SINGLE_FAMILY,"25 Elmtree Ave, Staten Island, NY 10306",For Sale by Agent,"$549,000 ","KMS Realty Group, Inc."
https://www.zillow.com/homedetails/782-Ionia-Ave-Staten-Island-NY-10312/32368845_zpid/,SINGLE_FAMILY,"782 Ionia Ave, Staten Island, NY 10312",New Construction,"$1,600,000 ","Neuhaus Realty, Inc."
https://www.zillow.com/homedetails/446-Clifton-Ave-Staten-Island-NY-10305/32321114_zpid/,MULTI_FAMILY,"446 Clifton Ave, Staten Island, NY 10305",For Sale by Agent,"$760,000 ",Ritz Realty NY Corp.
https://www.zillow.com/homedetails/527-Richard-Ave-Staten-Island-NY-10309/32374546_zpid/,SINGLE_FAMILY,"527 Richard Ave, Staten Island, NY 10309",New Construction,"$1,188,000 ","KMS Realty Group, Inc."
https://www.zillow.com/homedetails/43-Goff-Ave-Staten-Island-NY-10309/32370989_zpid/,SINGLE_FAMILY,"43 Goff Ave, Staten Island, NY 10309",For Sale by Agent,"$899,000 ","Homes R Us Realty of NY, Inc."
https://www.zillow.com/homedetails/11-Balfour-St-Staten-Island-NY-10305/32328107_zpid/,MULTI_FAMILY,"11 Balfour St, Staten Island, NY 10305",For Sale by Agent,"$675,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/148-Major-Ave-Staten-Island-NY-10305/32322756_zpid/,SINGLE_FAMILY,"148 Major Ave, Staten Island, NY 10305",For Sale by Agent,"$785,000 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/8-Circle-Rd-Staten-Island-NY-10304/32294807_zpid/,SINGLE_FAMILY,"8 Circle Rd, Staten Island, NY 10304",For Sale by Agent,"$3,250,000 ",Comfort Homes Realty Group Inc
https://www.zillow.com/homedetails/89-Escanaba-Ave-Staten-Island-NY-10308/32352954_zpid/,MULTI_FAMILY,"89 Escanaba Ave, Staten Island, NY 10308",For Sale by Agent,"$1,095,000 ",American Homes Group
https://www.zillow.com/homedetails/131-Saint-Pauls-Ave-Staten-Island-NY-10301/32284263_zpid/,SINGLE_FAMILY,"131 Saint Pauls Ave, Staten Island, NY 10301",For Sale by Agent,"$579,999 ",Hometime Estates LLC
https://www.zillow.com/homedetails/47-Brookside-Loop-Staten-Island-NY-10309/112112002_zpid/,SINGLE_FAMILY,"47 Brookside Loop, Staten Island, NY 10309",For Sale by Agent,"$1,275,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/825-Rockland-Ave-Staten-Island-NY-10314/32307439_zpid/,SINGLE_FAMILY,"825 Rockland Ave, Staten Island, NY 10314",For Sale by Agent,"$799,000 ","Chris Homes & Lands, Inc."
https://www.zillow.com/homedetails/572-Davis-Ave-Staten-Island-NY-10310/32278494_zpid/,SINGLE_FAMILY,"572 Davis Ave, Staten Island, NY 10310",For Sale by Agent,"$550,000 ",Gillani Homes Inc.
https://www.zillow.com/homedetails/112-Pearsall-St-Staten-Island-NY-10305/32328343_zpid/,SINGLE_FAMILY,"112 Pearsall St, Staten Island, NY 10305",For Sale by Agent,"$690,000 ",Coldwell Banker Advantage
https://www.zillow.com/homedetails/294-Freeborn-St-Staten-Island-NY-10306/32333200_zpid/,SINGLE_FAMILY,"294 Freeborn St, Staten Island, NY 10306",New Construction,"$680,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/62-Simmons-Ln-Staten-Island-NY-10314/32317254_zpid/,SINGLE_FAMILY,"62 Simmons Ln, Staten Island, NY 10314",For Sale by Agent,"$519,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/173-Quintard-St-Staten-Island-NY-10305/32327814_zpid/,TOWNHOUSE,"173 Quintard St, Staten Island, NY 10305",For Sale by Agent,"$578,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/160-Rathbun-Ave-Staten-Island-NY-10312/32364448_zpid/,MULTI_FAMILY,"160 Rathbun Ave, Staten Island, NY 10312",For Sale by Agent,"$1,999,999 ","Neuhaus Realty, Inc."
https://www.zillow.com/homedetails/414-Heberton-Ave-Staten-Island-NY-10302/32296791_zpid/,SINGLE_FAMILY,"414 Herberton Avenue, Staten Island, NY 10302",For Sale by Agent,"$689,000 ",Coldwell Banker Reliable R E
https://www.zillow.com/homedetails/226-Dover-Grn-Staten-Island-NY-10312/32362052_zpid/,SINGLE_FAMILY,"226 Dover Grn, Staten Island, NY 10312",For Sale by Agent,"$639,888 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/74-Greencroft-Ave-Staten-Island-NY-10308/32345556_zpid/,SINGLE_FAMILY,"74 Greencroft Ave, Staten Island, NY 10308",For Sale by Agent,"$699,000 ",All Coast Real Estate LLC
https://www.zillow.com/homedetails/306-Morningstar-Rd-Staten-Island-NY-10303/32298836_zpid/,MULTI_FAMILY,"306 Morningstar Rd, Staten Island, NY 10303",For Sale by Agent,"$675,000 ",DIVERSE ESTATES MANAGEMENT LLC
https://www.zillow.com/homedetails/263-Getz-Ave-Staten-Island-NY-10312/32354942_zpid/,SINGLE_FAMILY,"263 Getz Ave, Staten Island, NY 10312",For Sale by Agent,"$825,000 ","Neuhaus Realty, Inc."
https://www.zillow.com/homedetails/335-Preston-Ave-Staten-Island-NY-10312/32350165_zpid/,SINGLE_FAMILY,"335 Preston Ave, Staten Island, NY 10312",For Sale by Agent,"$1,150,000 ",NextHome Prestige
https://www.zillow.com/homedetails/46-Lincoln-Ave-Staten-Island-NY-10306/32329994_zpid/,SINGLE_FAMILY,"46 Lincoln Ave, Staten Island, NY 10306",For Sale by Agent,"$545,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/10-Conference-Ct-Staten-Island-NY-10307/58546143_zpid/,TOWNHOUSE,"10 Conference Ct, Staten Island, NY 10307",For Sale by Agent,"$619,000 ",Staten Island Premiere Properties
https://www.zillow.com/homedetails/48-Marisa-Cir-Staten-Island-NY-10309/32371173_zpid/,MULTI_FAMILY,"48 Marisa Cir, Staten Island, NY 10309",For Sale by Agent,"$799,000 ",Cornerstone Realty
https://www.zillow.com/homedetails/310-Montreal-Ave-Staten-Island-NY-10306/32343829_zpid/,SINGLE_FAMILY,"310 Montreal Ave, Staten Island, NY 10306",For Sale by Agent,"$799,000 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/41-Milburn-St-Staten-Island-NY-10306/2057618338_zpid/,SINGLE_FAMILY,"41 Milburn St, Staten Island, NY 10306",New Construction,"$1,299,800 ",Master Associates Inc.
https://www.zillow.com/homedetails/16-Francine-Ln-Staten-Island-NY-10314/32303006_zpid/,TOWNHOUSE,"16 Francine Ln, Staten Island, NY 10314",For Sale by Agent,"$637,980 ",E-House Realty of Avenue U Inc
https://www.zillow.com/homedetails/220-Douglas-Rd-Staten-Island-NY-10304/32293218_zpid/,SINGLE_FAMILY,"220 Douglas Rd, Staten Island, NY 10304",For Sale by Agent,"$1,999,999 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/49-Ironwood-St-Staten-Island-NY-10308/32340839_zpid/,TOWNHOUSE,"49 Ironwood St, Staten Island, NY 10308",For Sale by Agent,"$634,900 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/446-Delafield-Ave-Staten-Island-NY-10310/32275552_zpid/,SINGLE_FAMILY,"446 Delafield Ave, Staten Island, NY 10310",For Sale by Agent,"$538,088 ",Matias Real Estate
https://www.zillow.com/homedetails/72-Boone-St-Staten-Island-NY-10314/32307945_zpid/,SINGLE_FAMILY,"72 Boone St, Staten Island, NY 10314",For Sale by Agent,"$669,000 ",Ashford Homes
https://www.zillow.com/homedetails/14-Buffalo-St-Staten-Island-NY-10306/64523249_zpid/,SINGLE_FAMILY,"14 Buffalo St, Staten Island, NY 10306",For Sale by Agent,"$630,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/25-Tarring-St-Staten-Island-NY-10306/32337784_zpid/,SINGLE_FAMILY,"25 Tarring St, Staten Island, NY 10306",For Sale by Agent,"$1,248,888 ",Re/Max Edge
https://www.zillow.com/homedetails/18-Fairlawn-Loop-Staten-Island-NY-10308/32346611_zpid/,TOWNHOUSE,"18 Fairlawn Loop, Staten Island, NY 10308",New Construction,"$749,999 ","Homes R Us Realty of NY, Inc."
